"doy","mint_C","maxt_C","airt_C","co2_ppm","swrad_MJm2day","vpd_kPa","precip_kgm2s","wind_spd_ms"
31,-11.1079032258065,-5.60129032258065,-8.22906922043011,374.114863575269,0.722604716129032,0.0317112231182796,2.99432497013142e-06,3.4980752688172
59,-11.48425,-6.05571428571429,-8.81662276785714,373.646349702381,2.24305450714286,0.0228228422619048,0,3.53890327380952
90,-5.04225806451613,0.426967741935484,-2.30248655913978,375.091299731183,6.0277302,0.0981146505376344,2.94429510155317e-06,3.87560954301075
120,0.976666666666667,8.19456666666667,4.57423263888889,372.334641666667,12.1127964,0.295701319444444,1.19066358024691e-05,3.82606875
151,2.0841935483871,10.6796451612903,6.67250806451613,370.921858198925,18.6646230580645,0.47522002688172,1.06705495818399e-05,3.61482594086022
181,12.3051333333333,21.4054333333333,17.0270916666667,365.76444375,21.75741594,0.812990555555556,1.08680555555556e-05,3.38849375
212,12.2058064516129,20.2033870967742,16.4309845430108,363.914379032258,19.4413326967742,0.679513440860215,2.701986260454e-05,3.56885685483871
243,9.35903225806452,16.9706451612903,13.2962325268817,364.314331317204,14.2630137870968,0.50038938172043,1.99559438470729e-05,3.15123521505376
273,6.935,15.2424666666667,11.2864993055556,370.121845833333,10.46464314,0.368508680555556,1.62577160493827e-05,3.35414305555556
304,3.1628064516129,6.83935483870968,5.00678427419355,375.176147177419,2.48273233548387,0.0844649865591398,5.28300477897252e-05,3.47291801075269
334,-1.32106666666667,2.6349,0.770688888888889,377.129635416667,0.98124312,0.0681563194444444,1.01010802469136e-05,4.07116597222222
365,-6.89612903225806,-2.16354838709677,-4.46674462365591,376.398706317204,0.36435675483871,0.0425014112903226,7.55675029868578e-06,3.99029771505376
31,-7.04722580645161,-1.86338709677419,-4.29253427419355,377.265454301075,0.734165419354839,0.0466899193548387,4.52471624850657e-06,4.47747177419355
60,-6.31513793103448,-1.85448275862069,-3.82703735632184,378.168688936782,2.3556924,0.0505698994252874,5.04030970625798e-06,3.69618893678161
91,-5.90677419354839,1.0258064516129,-2.30677822580645,376.684808467742,8.42157412258064,0.136230981182796,1.20172491039427e-05,4.30372379032258
121,0.697,8.11766666666667,4.42207083333333,378.924272916667,11.77688682,0.255930277777778,1.97839506172839e-05,3.54678541666667
152,4.95322580645161,13.7662258064516,9.56033602150538,376.398514112903,19.0720807548387,0.535622177419355,3.06686827956989e-05,4.40372043010753
182,8.6278,16.6567333333333,13.0331659722222,373.414021527778,18.19250346,0.582152638888889,2.06130401234568e-05,4.21449166666667
213,11.9809677419355,18.9929032258065,15.4015510752688,370.461146505376,15.5606671741935,0.455387163978495,3.93615591397849e-05,3.38239516129032
244,10.0112903225806,17.1116774193548,13.4891196236559,372.612815860215,14.2887917032258,0.344434946236559,3.0754554958184e-05,2.99877352150538
274,5.11466666666667,12.5263333333333,8.75985,372.356859027778,10.24690356,0.281490694444444,4.4483024691358e-06,3.33363541666667
305,5.23283870967742,9.15141935483871,7.18793077956989,383.589928091398,2.45291376774194,0.107698521505376,2.43469982078853e-05,3.84162970430108
335,1.18546666666667,3.5884,2.43675069444444,387.348803472222,0.49233672,0.0321030555555556,4.31238425925926e-05,3.62398333333333
366,-2.47416129032258,1.23474193548387,-0.522844086021505,386.784531586022,0.215740509677419,0.0302127688172043,1.47647849462366e-05,3.3372251344086
31,-5.1431935483871,-1.73441935483871,-3.27442271505376,384.094380376344,0.539804496774194,0.0281735215053763,4.19653524492234e-06,2.96025806451613
59,-13.1439285714286,-6.2125,-9.57882961309524,382.510033482143,2.54877968571429,0.0470308035714286,1.72767857142857e-05,4.07578050595238
90,-9.06806451612903,-1.82774193548387,-5.1429623655914,383.369139784946,7.34370224516129,0.0922985887096774,1.0003733572282e-05,3.43177284946237
120,1.17293333333333,7.36133333333333,4.33102083333333,380.555961805556,9.88993716,0.215890833333333,2.01724537037037e-05,3.61870416666667
151,3.43354838709677,11.4906451612903,7.74309543010753,377.985935483871,16.3257234387097,0.446419758064516,1.52490292712067e-05,3.69213575268817
181,9.36666666666667,16.519,13.1929194444444,372.836068055556,16.81171122,0.5747075,2.79293981481481e-05,3.43154652777778
212,13.8325806451613,21.7826129032258,17.9925840053763,370.875787634409,18.5344207548387,0.654007728494624,2.37828554360812e-05,3.58710483870968
243,11.0151612903226,18.6535483870968,14.7764912634409,369.394086021505,15.124411683871,0.5002,1.81712962962963e-05,3.47698185483871
273,7.47073333333333,13.6353333333333,10.3668090277778,374.681374305556,6.70795758,0.232858680555556,6.08792438271605e-05,3.71764513888889
304,3.93170967741935,8.04132258064516,6.00371774193548,379.379538306452,2.52234766451613,0.101084139784946,2.58512544802867e-05,3.54077822580645
334,-4.03753333333333,0.0347666666666667,-1.87485763888889,380.447723611111,1.19698692,0.0792052777777778,4.9483024691358e-06,4.14401736111111
365,-11.2061290322581,-6.75667741935484,-9.03094018817204,383.549272177419,0.334302619354839,0.0270834677419355,3.81048387096774e-06,3.09678897849462
31,-7.76645161290323,-3.08483870967742,-5.43676008064516,382.940164650538,0.606609116129032,0.0312327956989247,1.4906660692951e-05,3.83214045698925
59,-5.07410714285714,-0.0255,-2.37406919642857,381.31193452381,2.54104283571429,0.0734373511904762,2.50744047619048e-06,4.33103348214286
90,-4.78322580645161,2.62158064516129,-0.965516801075269,381.615856182796,7.54389121935484,0.156720497311828,2.01986260454002e-06,3.80140591397849
120,0.683333333333333,8.973,5.04624791666667,381.37068125,13.63870338,0.423079027777778,7.71604938271605e-08,3.32545694444444
151,6.03096774193548,15.8103225806452,11.222373655914,376.594398521505,19.4496248322581,0.659384139784946,1.59610215053763e-05,3.43169825268817
181,10.935,18.6992666666667,14.9425861111111,371.085143055556,18.0177939,0.612034444444444,3.20524691358025e-05,3.37008541666667
212,13.7341935483871,21.1512903225806,17.6742674731183,370.176748655914,17.0076128516129,0.618185349462366,2.66278375149343e-05,3.19965188172043
243,13.2906129032258,22.0313548387097,17.678374327957,365.911748655914,16.0579343032258,0.74300436827957,2.14915621266428e-05,2.61254166666667
273,5.87663333333333,12.7642333333333,9.30631875,368.780329861111,9.59953386,0.341252083333333,5.24228395061728e-06,3.52157847222222
304,-3.04851612903226,1.5958064516129,-0.596032258064516,371.913491263441,3.70754210322581,0.131940927419355,1.15479390681004e-06,3.21715927419355
334,-7.58816666666667,-2.89053333333333,-5.00761041666667,379.736392361111,0.88503642,0.0302672222222222,1.80864197530864e-06,3.14446805555556
365,-12.158935483871,-7.38141935483871,-9.51636693548387,381.053386424731,0.525669038709677,0.0221362903225806,3.18473715651135e-07,3.37069018817204
31,-15.42,-7.15632258064516,-11.4344899193548,382.623688844086,0.90251384516129,0.0309597446236559,9.39142771804062e-06,3.67766532258065
59,-9.71089285714286,-3.28378571428571,-6.31394270833333,383.910382440476,2.8370187,0.0569796130952381,5.09259259259259e-07,3.34066294642857
90,-4.23470967741935,2.36016129032258,-0.855569892473118,380.525172043011,7.46664851612903,0.178818279569892,2.46789127837515e-06,4.27252284946237
120,-2.218,6.12383333333333,1.96720347222222,381.928233333333,13.36314132,0.327921736111111,1.65509259259259e-06,3.96501527777778
151,5.38387096774194,13.3164516129032,9.42662836021505,377.266909274194,14.5584264774194,0.411109811827957,3.77815113500597e-05,3.77431518817204
181,8.07833333333333,15.6294333333333,12.1576951388889,370.969705555556,17.14812378,0.528223888888889,2.04618055555556e-05,3.27713958333333
212,15.4675161290323,23.1396774193548,19.2063790322581,372.103740591398,17.2965317806452,0.661020564516129,2.46240292712067e-05,2.72710887096774
243,12.2893225806452,18.3503225806452,15.0370362903226,370.084891129032,12.6660266709677,0.380684610215054,1.98103345280765e-05,3.18146370967742
273,7.936,14.9874333333333,11.4298458333333,371.4650125,8.84444004,0.364328680555556,7.91743827160494e-06,3.62164722222222
304,-0.16258064516129,4.14870967741935,1.95541935483871,376.709251344086,2.89073659354839,0.0912051747311828,3.92977150537634e-05,3.39954771505376
334,-0.7868,2.05653333333333,0.744111111111111,385.168027777778,0.59980932,0.0416863888888889,9.81867283950617e-06,3.247875
365,-6.12109677419355,-0.685483870967742,-3.21203427419355,380.999855510753,0.384671032258064,0.0494653897849462,7.55002986857826e-06,4.50780913978495
31,-11.1764516129032,-6.17564516129032,-8.61733333333333,385.704295026882,0.737710838709677,0.0125370967741935,0,1.72081922043011
60,-9.0121724137931,-3.379,-6.04915876436782,384.981206178161,2.24402002758621,0.0341591235632184,3.32614942528736e-06,3.31816451149425
91,-4.67129032258064,1.9121935483871,-1.37819086021505,384.726202284946,7.31224503870968,0.143644825268817,2.80129928315412e-06,3.55242338709677
121,-0.662133333333333,9.50666666666667,4.77039791666667,381.692890277778,16.512726,0.443336041666667,8.97762345679012e-07,3.12391666666667
152,4.53838709677419,13.0212903225806,8.87521908602151,378.448980510753,15.3379329677419,0.382970161290323,1.76821983273596e-05,3.2866935483871
182,7.973,15.421,12.0036944444444,376.84680625,16.01470704,0.615607291666667,4.55208333333333e-05,3.38911319444444
213,12.0523870967742,18.8917096774194,15.5024731182796,373.462134408602,15.4191134903226,0.557682190860215,3.95336768219833e-05,3.13548857526882
244,11.3977741935484,18.4000967741935,14.9155524193548,372.326727822581,12.8211255290323,0.538167271505376,1.52695639187575e-05,3.37050537634409
274,7.87266666666667,13.1033333333333,10.6388402777778,374.403086805556,6.35849388,0.260924513888889,3.37191358024691e-05,3.5636375
305,1.52161290322581,6.27241935483871,3.84121572580645,377.682787634409,3.66261212903226,0.141164314516129,1.56436678614098e-05,3.11668212365591
335,-3.946,0.174333333333333,-1.85000625,381.8143125,1.0508166,0.0814127083333333,7.34567901234568e-06,3.41757291666667
366,-4.80741935483871,-0.284838709677419,-2.33448252688172,383.929091397849,0.379917580645161,0.0350368279569893,1.30749701314217e-05,3.69767540322581
31,-4.89709677419355,-1.34096774193548,-3.08486559139785,386.131061827957,0.638796309677419,0.0412456989247312,3.01724910394265e-05,3.76151680107527
59,-9.49642857142857,-4.21689285714286,-6.73456473214286,389.103082589286,2.89170122142857,0.036924255952381,8.4312996031746e-06,3.48464806547619
90,-11.1445161290323,-2.23645161290323,-6.50251344086021,384.391834005376,9.33113038064516,0.12942123655914,2.14045698924731e-06,3.44764112903226
120,-0.448133333333333,8.07023333333333,3.95351805555556,384.9732375,14.24158008,0.354057222222222,7.42283950617284e-06,3.4400375
151,4.55603225806452,12.5442580645161,8.6986626344086,383.030644489247,17.2083927483871,0.510488978494624,1.55241935483871e-05,3.6464811827957
181,9.20036666666667,16.9433333333333,13.2942541666667,376.223011111111,18.39312168,0.55078625,3.22793209876543e-05,3.34848819444444
212,13.5432258064516,21.9422580645161,18.0204435483871,375.215773521505,20.0286888387097,0.710462432795699,4.05913978494624e-05,2.81823790322581
243,11.2130967741935,18.1782258064516,14.5336572580645,374.194108870968,12.0614898774194,0.376440658602151,5.03946385902031e-05,3.64984543010753
273,6.895,14.368,10.755175,373.353735416667,9.3654525,0.325637847222222,1.79243827160494e-05,3.98656388888889
304,3.30032258064516,8.15806451612903,5.6558689516129,374.531557795699,3.64935942580645,0.154049865591398,1.29491487455197e-05,3.91799798387097
334,1.085,4.19,2.76020208333333,381.135784722222,0.67184058,0.070305,2.32750771604938e-05,3.99097152777778
365,-7.71538709677419,-3.24735483870968,-5.52365994623656,378.431691532258,0.390307006451613,0.0307904569892473,1.17122162485066e-05,2.84986693548387
31,-9.07916129032258,-4.33064516129032,-6.44275,380.029913306452,0.980612129032258,0.036882997311828,4.98431899641577e-06,3.40174193548387
59,-13.1043928571429,-7.30114285714286,-10.0819680059524,385.251161458333,3.08889906428571,0.0172497767857143,7.21147486772487e-06,2.55497470238095
90,-10.8738709677419,-3.84645161290323,-7.27754637096774,379.517149193548,8.06568526451613,0.0708647849462366,1.05958781362007e-05,3.44789045698925
120,-0.224433333333333,6.64766666666667,3.16437430555556,377.827670833333,12.4159584,0.308206736111111,1.11689814814815e-05,3.44028541666667
151,5.55096774193548,13.8777419354839,10.0394536290323,375.859650537634,17.5251807290323,0.600342674731183,1.37059438470729e-05,3.20067137096774
181,10.146,18.986,14.9787763888889,371.515427083333,21.56326158,0.782798333333333,1.78549382716049e-05,3.72174375
212,12.072064516129,21.8464516129032,17.3869133064516,369.578313172043,23.8223781290323,0.966786962365591,1.06705495818399e-05,3.48684811827957
243,13.7554838709677,22.2174193548387,18.0738366935484,373.559784946237,15.8931841935484,0.848740255376344,1.72379032258065e-05,3.10961021505376
273,8.78166666666667,15.4447333333333,12.0934986111111,381.545393055556,8.7516582,0.297010138888889,1.94058641975309e-05,3.77265555555556
304,2.98741935483871,7.36,5.26697580645161,391.183323252688,2.54289559354839,0.0789355510752688,4.01135005973716e-05,3.52670833333333
334,-1.93266666666667,1.50766666666667,0.0114972222222222,392.5376125,1.05549966,0.0414670138888889,1.62218364197531e-05,3.77854444444444
365,-0.440838709677419,3.52183870967742,1.45595295698925,391.282880376344,0.414146612903226,0.0740376344086022,2.1964605734767e-05,4.75230577956989
31,-7.97909677419355,-2.6241935483871,-5.08914112903226,393.142079973118,0.787423587096774,0.0288045698924731,1.73394563918757e-05,3.64924260752688
59,-15.5407857142857,-8.33296428571429,-11.8451584821429,396.848757440476,3.12469688571429,0.0182574404761905,7.10358796296296e-06,2.46719791666667
90,-1.17148387096774,4.89161290322581,1.92416532258065,392.911306451613,6.92292942580645,0.194790053763441,4.39068100358423e-06,3.43164112903226
120,-0.305666666666667,7.9562,3.89701041666667,389.336721527778,13.25465328,0.338019861111111,8.97145061728395e-06,4.43633055555556
151,5.24354838709677,13.4523548387097,9.34898723118279,388.08488844086,16.2662181677419,0.423814180107527,1.45459976105137e-05,3.83052822580645
181,9.79066666666667,19.0201333333333,14.7232319444444,381.792338888889,21.34119474,0.864716041666667,2.23070987654321e-05,3.11283125
212,12.4970967741935,18.8122258064516,15.6417822580645,380.088329973118,15.2668255935484,0.446214180107527,5.06989247311828e-05,3.137625
243,11.98,19.601935483871,15.8928978494624,380.403007392473,14.8543470580645,0.532320698924731,1.43443847072879e-05,3.15598185483871
273,5.985,12.2686666666667,9.0784375,381.340819444444,7.90264254,0.210545902777778,1.83719135802469e-05,3.49063263888889
304,3.57741935483871,7.17696774193548,5.37863642473118,389.563088709677,2.90518676129032,0.108447715053763,1.71766726403823e-05,3.27575470430108
334,-3.49256666666667,0.139066666666667,-1.52019097222222,391.150681944444,0.92254344,0.0425360416666667,1.25347222222222e-05,3.55145
365,-1.66322580645161,1.53422580645161,0.0209818548387097,392.919985887097,0.27434984516129,0.0358652553763441,1.56959378733572e-05,4.13598588709677
31,-4.03712903225806,-0.644032258064516,-2.35705107526882,393.382702956989,0.40381844516129,0.0310190860215054,1.42323775388292e-05,4.13977016129032
60,-4.37348275862069,0.193655172413793,-1.86710560344828,393.13554454023,2.01809451724138,0.0492513649425287,1.26009738186462e-05,3.6495316091954
91,-5.23290322580645,-0.489677419354839,-2.74852150537634,394.374145833333,5.03209753548387,0.0708066532258065,1.93473715651135e-05,3.54354771505376
121,0.979333333333333,8.4521,4.80654375,391.66625,10.94432802,0.311133680555556,2.02399691358025e-05,2.85751805555556
152,4.28,13.7945161290323,9.41631048387097,387.691920026882,17.6238724064516,0.623544825268817,4.65203106332139e-06,3.30640456989247
182,8.943,16.9521,12.9435597222222,384.092022222222,15.93621786,0.523090277777778,3.68356481481482e-05,3.27390625
213,11.1738709677419,19.0636774193548,15.2022452956989,379.874554435484,16.4619418064516,0.573886088709677,4.61062574671446e-05,3.24225268817204
244,9.78064516129032,15.6896774193548,12.6474287634409,379.191690188172,9.85866822580645,0.286759744623656,7.01243279569893e-05,3.52082594086021
274,5.03133333333333,10.8406666666667,7.99234027777778,380.263696527778,6.5182863,0.230519097222222,1.28433641975309e-05,3.08137916666667
305,3.70677419354839,8.02032258064516,5.89591129032258,385.518983198925,2.71681246451613,0.101781115591398,5.50029868578256e-05,4.10359879032258
335,-1.53713333333333,2.24533333333333,0.383199305555556,393.460568055556,0.8147334,0.0446717361111111,2.71184413580247e-05,3.69181388888889
366,-2.61745161290323,-0.0587096774193549,-1.30392607526882,399.040584677419,0.218848470967742,0.0236952956989247,1.84912634408602e-05,3.27257325268817
31,-8.42354838709677,-4.04070967741935,-6.14693413978495,401.370780241936,0.605351032258065,0.0179032930107527,1.12455197132616e-05,3.05950067204301
59,-8.68035714285714,-4.49892857142857,-6.49605133928571,401.178183779762,2.12443463571429,0.022833630952381,1.05241402116402e-05,2.68033705357143
90,-5.93483870967742,-0.352258064516129,-3.1955248655914,398.816662634409,6.00747195483871,0.0953024193548387,7.00418160095579e-06,3.30605981182796
120,-0.227,7.39553333333333,3.4779375,394.783104166667,12.00714246,0.304141180555556,7.16820987654321e-06,3.41572986111111
151,5.9071935483871,15.5731612903226,10.9763837365591,391.271811155914,18.6177553548387,0.660650537634409,1.21505376344086e-05,3.6941747311828
181,8.99433333333333,16.7586666666667,13.1921319444444,385.042677777778,17.42461272,0.662963402777778,3.3616512345679e-05,3.20017916666667
212,11.4112903225806,19.321935483871,15.5010866935484,382.649523521505,15.7976172,0.553824596774194,4.61465800477897e-05,3.02382325268817
243,11.0703225806452,18.508064516129,14.8475470430108,380.91493077957,12.9969556258065,0.488197379032258,2.05212066905615e-05,2.9071438172043
273,7.8808,14.6911666666667,11.0712701388889,384.325940972222,7.8654375,0.290528888888889,1.30316358024691e-05,3.74118888888889
304,-0.99741935483871,4.06645161290323,1.52313844086022,390.069420026882,3.47982967741935,0.109855779569892,1.72229689366786e-05,3.22461626344086
334,-0.829666666666667,2.10833333333333,0.811398611111111,399.072463888889,0.75069342,0.0344686111111111,2.13001543209877e-05,3.05505625
365,-10.1867741935484,-5.31687096774194,-7.65421438172043,401.976666666667,0.368111206451613,0.0124382392473118,1.74693847072879e-05,2.21182728494624
31,-17.4356451612903,-10.5872580645161,-14.0053649193548,404.106969758065,0.836254161290322,0.0102239919354839,1.13444593787336e-05,2.25145833333333
59,-14.3206785714286,-8.24,-11.1317180059524,403.956066220238,2.47575522857143,0.0293127232142857,2.01322751322751e-05,2.82960267857143
90,-6.96348387096774,-0.457483870967742,-3.42130779569892,397.638505376344,6.47972988387097,0.118960887096774,1.78718637992832e-05,3.33646774193548
120,0.052,7.27433333333333,3.68127569444444,393.851896527778,10.49234508,0.248235763888889,1.63391203703704e-05,3.39779930555556
151,7.07322580645161,14.6022580645161,11.0369415322581,392.279606854839,14.3626754903226,0.551557056451613,3.62570937873357e-05,3.27758064516129
181,8.67666666666667,17.5173333333333,13.3903819444444,388.480532638889,20.20367964,0.680344305555556,3.37615740740741e-05,3.33175347222222
212,15.978064516129,25.290064516129,20.7267768817204,386.818234543011,18.6233206064516,1.01088064516129,8.92697132616487e-06,3.40666196236559
243,11.8693548387097,19.4065806451613,15.669625672043,385.677737903226,12.9364444451613,0.517405040322581,3.91498655913978e-05,3.03246102150538
273,6.915,12.7793333333333,9.87513472222222,388.519778472222,6.319935,0.241961875,4.18171296296296e-05,3.01412916666667
304,0.819032258064516,5.79767741935484,3.27833400537634,391.791233870968,3.47961013548387,0.115603561827957,9.66173835125448e-06,3.40767069892473
334,-6.547,-2.71466666666667,-4.38680833333333,396.65438125,0.88171698,0.0537149305555556,2.21840277777778e-05,3.29863819444444
365,-15.4914516129032,-10.7492258064516,-12.8603797043011,402.879953629032,0.399543270967742,0.0389920698924731,1.60263590203106e-05,2.71996975806452
31,-9.96012903225806,-4.61096774193548,-7.10825336021505,402.254719086022,0.70479464516129,0.0538519489247312,2.20004480286738e-05,3.52815322580645
59,-14.4978214285714,-8.727,-11.4306532738095,403.117494791667,3.40796590714286,0.049739880952381,1.09341931216931e-05,2.85463616071429
90,-6.22541935483871,0.986,-2.60702217741935,399.076691532258,7.27064129032258,0.15583185483871,1.03517025089606e-05,4.3222997311828
120,1.24883333333333,8.88133333333333,5.07627916666667,397.254081944444,12.13112592,0.292655416666667,8.63657407407407e-06,3.37804027777778
151,4.94064516129032,13.9635483870968,9.67219623655914,394.193847446237,16.3660356580645,0.474983534946237,1.97397700119474e-05,3.60100134408602
181,11.8086666666667,20.5683333333333,16.2663305555556,388.302072222222,19.3462767,0.683519791666667,3.52013888888889e-05,3.20956041666667
212,14.6286451612903,22.3798387096774,18.5760591397849,386.759260752688,16.5733009548387,0.726865255376344,2.5952807646356e-05,2.89095161290323
243,11.7870967741935,18.7613548387097,15.1495241935484,386.776512768817,12.6850962193548,0.419396639784946,3.58811230585424e-05,2.72432392473118
273,8.67066666666667,13.6911666666667,11.0125659722222,392.682438194444,6.0281463,0.168379861111111,6.31655092592593e-05,3.22815208333333
304,3.22322580645161,7.89935483870968,5.60840725806452,393.892516801075,3.41855175483871,0.12331189516129,2.41304510155317e-05,3.61318951612903
334,0.581666666666667,4.504,2.55967361111111,401.619115277778,0.7801644,0.0686315277777778,1.0420524691358e-05,3.44762638888889
365,-1.62193548387097,1.27903225806452,-0.128897177419355,400.945493951613,0.303834193548387,0.0526020833333333,2.711506869773e-05,3.90513239247312
31,-10.2876129032258,-6.06851612903226,-7.99960282258064,408.020747983871,0.789367064516129,0.0161824596774194,2.01541965352449e-05,2.35919086021505
60,-12.8072413793103,-7.26931034482759,-9.87014439655172,405.428434626437,2.5852753862069,0.0165966235632184,1.65325670498084e-05,2.2273441091954
91,-4.02467741935484,1.91290322580645,-1.0717439516129,401.362696908602,7.18997864516129,0.118865860215054,1.35849761051374e-05,3.64214314516129
121,-1.73433333333333,5.23366666666667,1.8473125,401.783725,11.1256617,0.210220763888889,2.7037037037037e-05,3.51508402777778
152,4.65835483870968,13.5054838709677,9.52889583333333,397.169492607527,17.6885943096774,0.539691129032258,2.26329151732378e-05,3.66770967741935
182,8.6873,15.8624666666667,12.3649701388889,392.812234722222,16.60082496,0.504652013888889,4.08510802469136e-05,3.14452430555556
213,12.5348387096774,19.9309677419355,16.2066989247312,391.6551875,15.9445885354839,0.485630241935484,5.41591995221027e-05,3.22255443548387
244,10.7364516129032,17.4483870967742,14.1451142473118,388.099454301075,12.5281543935484,0.352657056451613,2.06242532855436e-05,2.78202217741935
274,6.499,12.1504333333333,9.35879444444444,391.714859722222,6.1987728,0.137827847222222,4.16257716049383e-05,3.62710347222222
305,1.86129032258065,5.38967741935484,3.59228494623656,398.001777553763,2.40038082580645,0.0461691532258065,4.94175627240143e-05,3.23123252688172
335,-0.686,2.62906666666667,1.04797638888889,402.601584027778,0.698688,0.0378185416666667,1.54706790123457e-05,4.05293125
366,-12.3967741935484,-7.84,-10.0158400537634,409.073293010753,0.394261258064516,0.0260618279569892,2.65692204301075e-05,3.70189852150538
31,-8.66929032258065,-4.64032258064516,-6.47326680107527,404.366993951613,0.63252464516129,0.0230004032258065,1.07788231780167e-05,3.53437634408602
59,-5.46571428571429,-2.32853571428571,-3.99720907738095,407.777197916667,1.84504924285714,0.0262244791666667,1.06440145502646e-05,3.24376041666667
90,-11.9725806451613,-2.63935483870968,-7.01907930107527,403.936198924731,9.51104566451613,0.147422244623656,8.21012544802867e-06,3.51333669354839
120,-1.4766,5.86533333333333,2.11888819444444,404.316573611111,12.24910614,0.239737430555556,1.72006172839506e-05,3.75248680555556
151,7.82612903225806,16.7725806451613,12.5579314516129,399.933688172043,17.9231409290323,0.647386626344086,8.94563918757467e-06,3.66795094086021
181,12.1306666666667,20.3976666666667,16.2769520833333,393.437286111111,17.29211712,0.608184513888889,4.15991512345679e-05,2.99858472222222
212,11.89,19.53,15.9527083333333,391.059321908602,16.9976719741935,0.800794690860215,1.25892323775388e-05,3.05481653225806
243,11.428064516129,19.2641935483871,15.4378158602151,392.564279569892,13.4530391032258,0.606064247311828,3.47972670250896e-05,2.76676075268817
273,6.99566666666667,13.301,10.2338263888889,397.7277375,7.41328086,0.192495416666667,2.11041666666667e-05,2.99086319444444
304,1.51303225806452,7.2521935483871,4.59379502688172,399.527621639785,3.56252928387097,0.122095362903226,2.15132168458781e-05,3.63840793010753
334,-0.619233333333333,3.30733333333333,1.38717986111111,402.687050694444,0.79899828,0.0744416666666667,2.83449074074074e-05,4.09317569444444
365,-2.5051935483871,1.37193548387097,-0.578465725806452,404.969725806452,0.335530451612903,0.0636228494623656,2.29069593787336e-05,4.65848454301075
31,-11.951935483871,-7.51483870967742,-9.55328293010753,408.879766129032,0.969971806451613,0.0486596774193548,1.71736857825568e-05,2.64634677419355
59,-2.85142857142857,-0.339964285714286,-1.40144494047619,409.689834077381,1.09272143571429,0.0743263392857143,7.01884920634921e-06,3.54311383928571
90,-2.83483870967742,3.70064516129032,0.475435483870968,405.899794354839,7.10671412903226,0.199153965053763,9.09498207885305e-06,3.97330913978495
120,-0.747666666666667,8.632,4.04669444444444,403.547792361111,13.6959312,0.347074861111111,6.19598765432099e-06,3.59157916666667
151,4.65322580645161,13.6170967741935,9.37843413978495,404.658811155914,14.8625067483871,0.464600470430108,2.49850657108722e-05,3.39592405913979
181,7.27533333333333,15.9038,11.7981611111111,399.834913194444,15.949869,0.448875555555556,4.67696759259259e-05,2.91170694444444
212,13.7744516129032,23.7525806451613,18.8895678763441,396.165123655914,19.3439753419355,0.741939516129032,2.20501045400239e-05,2.81371102150538
243,11.62,19.5003548387097,15.438875672043,395.855434811828,13.0202594709677,0.484413978494624,4.80585424133811e-05,3.16233602150538
273,6.87266666666667,14.7020666666667,10.5980958333333,397.914054166667,8.42740398,0.287059375,9.51388888888889e-06,3.03183125
304,2.44190322580645,7.15306451612903,5.20653561827957,400.922810483871,2.71153718709677,0.126334744623656,2.18376642771804e-05,3.64726948924731
334,-1.41333333333333,1.5042,0.0895034722222222,408.587540972222,0.5881908,0.0603935416666667,1.31408179012346e-05,2.82615
365,-4.78193548387097,-1.14451612903226,-2.84081989247312,405.003091397849,0.329466948387097,0.0534510080645161,1.5482004181601e-05,3.96053965053763
